Job title,Salary,Date,Company Location,Company Name
Legal / Compliance Assistant,,Posted 28 days ago,,Nationwide Children's Hospital
Administrative Professional 3- 20067596,$22.81 - $29.66 an hour,Posted 12 days ago,,State of Ohio Jobs
Legal Assistant (Hearings Customer Service Representative),"$37,514 - $66,898 a year",Posted 2 days ago,"Columbus, OH",US Social Security Administration
Paralegal/Legal Assistant 2,$21.38 an hour,Posted 1 day ago,,State of Ohio Jobs
Claims CL Litigation Specialist (remote opportunity),,Posted 30+ days ago,"Remote in Columbus, OH 43206",Grange Insurance Company
Paralegal Assistant,$21 - $23 an hour,Posted 20 days ago,,COMMUNITY REFUGEE AND IMMIGRATION SERVICES
Afghan Legal Program Service Coordinator,$18 - $20 an hour,Posted 20 days ago,,COMMUNITY REFUGEE AND IMMIGRATION SERVICES
Certified Paralegal,$23.77 an hour,Today,,State of Ohio Jobs
"Court Reporter- Columbus, OH","From $68,000 a year",Active 3 days ago,"Columbus, OH",LexisNexis
Corporate Attorney,,Posted 30+ days ago,,"Vorys, Sater, Seymour and Pease"
Substance Abuse Counsel PARC-PARC,,30+ days ago,"Rockport, ME 04856",Pen Bay Medical Center
Legal Assistant,$12 - $25 an hour,Active 3 days ago,"Hampden, ME 04444","Law Office of Carl D. McCue, LLC"
Assistant District Attorney - District 6,,Just posted,"Rockland, ME 04841",State of Maine
Corporate Legal Support Assistant,,Posted 16 days ago,"Birmingham, AL",Burr & Forman LLP
Chief Clerk Probate Court,,Posted 5 days ago,"Jefferson County, AL",The Personnel Board of Jefferson County
Director Continuing Legal Education,,Posted 13 days ago,"Birmingham, AL 35229",Samford University
Law Library Assistant,,Posted 30+ days ago,"Jefferson County, AL",The Personnel Board of Jefferson County
Administrative Assistant - Legal,,Posted 30+ days ago,"Birmingham, AL 35229",Samford University
Paralegal/Legal Assistant (Virtual),,Posted 30+ days ago,,"ASI Staff, Inc"
Legal Assistant,,Posted 30+ days ago,,Environmental Litigation Group
Legal Secretary,,Posted 15 days ago,"Birmingham, AL 35223",State Farm
Legal Practice Assistant,,Posted 30+ days ago,,Ogletree Deakins
Legal Counsel,,Posted 30+ days ago,,Children's of Alabama
Employment Litigation Associate,,Posted 1 day ago,,Ogletree Deakins
Legal Secretary,,Posted 30+ days ago,"Birmingham, AL 35203",Hall Booth Smith
Senior Administrative Assistant,,Posted 23 days ago,,Evonik
Compliance Officer | Full Time,,Posted 30+ days ago,"Bessemer, AL 35022",UAB Medical West
Conflicts Analyst,,Posted 6 days ago,,Deloitte
Legal Clerical Assistant,"$25,766 a year",13 days ago,"Hybrid remote in Columbus, IN 47203",State of Indiana
Legal Specialist,,20 days ago,"Columbus, IN 47201",Toyota Material Handling
Legal Specialist,,20 days ago,"Columbus, IN 47201",Toyota Industries
Head of Legal,,30+ days ago,"Edinburgh, IN",Intergen
LEGAL OPERATIONS SPECIALIST,,8 days ago,"Remote in Indianapolis, IN 46237",Apria Healthcare
Contract Administrator,,30+ days ago,"Greenwood, IN 46143",Endress+Hauser Inc.
Paralegal,,7 days ago,"Greenwood, IN 46143",Endress+Hauser Inc.
Compliance Manager,,30+ days ago,"Franklin, IN 46131",MetroNet
Commercial Loan Document Processor III,,30+ days ago,"Greensburg, IN",First Financial Bank
Staff Attorney Institutional Review Board REMOTE Option,,30+ days ago,"Remote in Indianapolis, IN 46237",Franciscan Health
Cybersecurity Risk and Compliance Manager,,20 days ago,"Columbus, IN",Cummins Inc.
Contract Coordinator,,30+ days ago,"Columbus, IN 47201",Gordon Flesch Company
Assistant Administrator,,16 days ago,"Greenwood, IN 46143",Greenwood Village South
Paralegal – Litigation | Pre-Lit,"$37,433 - $83,523 a year",Active 3 days ago,"Greenwood, IN 46142","Sevenish Law Firm, P.C."
Legal Assistant,,30+ days ago,"Greenwood, IN 46142","MED-1 Solutions, LLC"
CFAES Events Manager,"$60,000 - $70,008 a year",6 days ago,,The Ohio State University
Lecturer,,12 days ago,,The Ohio State University
HYBRID - County Engagement Manager (Medicaid Health Systems...,$33.69 an hour,9 days ago,"Remote in Columbus, OH 43215",State of Ohio Jobs
Social Media Manager,,30+ days ago,,American Heart Association
"Associate Partner, Human Resources",,14 days ago,"West Jefferson, OH 43162",Amazon.com Services LLC
Adjunct - Humanities,$53.88 a day,30+ days ago,,Columbus State Community College
Chief Operating Officer,,1 day ago,,Foxen Insurance Company
"Equity, Engagement & Evaluation Translational Researcher 3",,Today,,The Ohio State University
Adjunct - English Second Language,$51.88 an hour,30+ days ago,,Columbus State Community College
Director of Advocacy and Communications,"$73,100 - $97,500 a year",14 days ago,,The Ohio State University
"Adjunct - English, Developmental Reading and Writing",$53.88 an hour,30+ days ago,,Columbus State Community College
Assistant Director of Admissions,"$60,000 - $70,000 a year",30+ days ago,,The Ohio State University
Public Information Officer,$24.53 an hour,30 days ago,,Franklin County Child Support Enforcement Agency
"Employee Relations Representative, Sr.",,30+ days ago,"Remote in Marysville, OH","American Honda Motor Co., Inc."
Associate State Director-Advocacy & Community Engagement,,30+ days ago,,AARP
Senior Operations Analyst,,30+ days ago,"Belfast, ME 04915",Athenahealth
Remittance Representative,,30+ days ago,"Belfast, ME 04915",Athenahealth
"Case Escalation, Sr. Associate",,30+ days ago,"Belfast, ME 04915",Athenahealth
Accounts Receivable Billing Associate,,29 days ago,"Belfast, ME 04915",Athenahealth
Customer Care Operations Training Associate,,30+ days ago,,Athenahealth
Product Marketing Manager,,26 days ago,"Belfast, ME",Riskonnect Inc.
US Service Operations Manager,,30+ days ago,"Belfast, ME 04915",Athenahealth
Service Operations Analyst,,30+ days ago,"Belfast, ME 04915",Athenahealth
CUSTOMER SERVICE REPRESENTATIVE,,6 days ago,,Family Dollar
Product Manager,,7 days ago,"Belfast, ME 04915",Athenahealth
Facilities Services Associate,,30+ days ago,"Belfast, ME 04915",Athenahealth
Client Services Analyst,,30 days ago,"Belfast, ME 04915",Athenahealth
Process Design Support Associate,,30+ days ago,"Belfast, ME 04915",Athenahealth
Teacher,,5 days ago,"Hampden, ME 04444",KinderCare Education
"Product Manager, Analytics",,9 days ago,"Belfast, ME",Riskonnect Inc.
Community Engagement Coordinator,,5 days ago,"Birmingham, AL 35203",America's First Federal Credit Union
Social Media Manager,,30+ days ago,"Birmingham, AL 35298",American Heart Association
Guest Advocate (Cashier or Front of Store Attendant/ Cart At...,,30+ days ago,,TARGET
Plant Manager,,5 days ago,"Birmingham, AL",Avient
WRITER,,16 days ago,"Birmingham, AL",University of Alabama at Birmingham
Program Resource Manager,,Today,"Birmingham, AL 35298",American Heart Association
Librarian,,30+ days ago,"Birmingham, AL 35214",Legacy Prep
Adjunct Faculty,,30+ days ago,,Herzing University
Director of Marketing and Fan Engagement,,29 days ago,"Birmingham, AL 35229",Samford University
Facilitator II,,18 days ago,"Birmingham, AL",Spectrum
HR Business Partner,,30+ days ago,,Ascension
Executive Assistant & Office Manager,"$58,000 - $63,000 a year",14 days ago,"Hybrid remote in Birmingham, AL",Icario Health
Digital Content Creator,$18 an hour,30+ days ago,"Birmingham, AL 35216",Shades Mountain Baptist Church
Learning & Development Content Curator (REMOTE OPPORTUNITY),,28 days ago,"Remote in Hoover, AL 35244",Regions
Consumer Engagement Team Ambassador - Monster,,30+ days ago,"Birmingham, AL 35204",Monster Energy
Impact Director,,Today,"Franklin, IN 46131",United Way
Community Connector,,1 day ago,"Columbus, IN",The Indiana Youth Institute
Member Service Associate - Teller,$18.50 an hour,Today,,Centra Credit Union
Instructional Designer,,30 days ago,"Columbus, IN 47201",Toyota Industries
Director IT,,30+ days ago,"Whiteland, IN 46184",DHL
Sales Associate-INDIANA PREMIUM OUTLETS,,30+ days ago,,Bath & Body Works
Data Scientist,,30+ days ago,"Remote in Columbus, IN",auticon
Medical Receptionist,,30+ days ago,"Columbus, IN 47203",Covenant Physician Partners
Instructional Designer,,30 days ago,"Columbus, IN 47201",Toyota Material Handling
Student Marketeer - Franklin College,,2 days ago,"Franklin, IN 46131",Red Bull North America
Title Support Associate,$18 an hour,7 days ago,"Franklin, IN 46131",Centra Credit Union
TPS Training and Development Specialist,,30+ days ago,"Columbus, IN 47201",Toyota Material Handling
Professional Sales Representative,,1 day ago,"Columbus, IN",Syneos Health Commercial Solutions
Global Internal Communications Specialist,,27 days ago,"Hybrid remote in Columbus, IN",Dorel Juvenile Group
Data Analyst,,30+ days ago,"Remote in Columbus, IN",auticon
"Patient Access Technician (Full-time, Night Shift, Emergency...",,Posted 2 days ago,"London, OH 43140",Madison Health
Clinical Research Assistant,,Posted 30+ days ago,,The Ohio State University Wexner Medical Center
Administrative Assistant,,Posted 7 days ago,,The Ohio State University Wexner Medical Center
NRE Services Support,$25.25 an hour,Posted 21 days ago,"Hybrid remote in Dublin, OH",ALDI
Data Analyst IV-,$38 an hour,Today,"Columbus, OH","Orpine, Inc. Internal"
Research Assistant I,,Posted 5 days ago,,The Ohio State University
Data Analyst IV (Healthcare Analytics)( Remote Available),,Posted 30+ days ago,"Remote in Columbus, OH",Buckeye Community Health Plan
Lifeline of Ohio- Health Information Coordinator,,Posted 14 days ago,"Columbus, OH 43212",Lifeline of Ohio Organ Procurement Inc
Data Analyst,,Posted 4 days ago,,The Ohio State University
Database Performance Engineer (Specialist or Consultant),,Posted 9 days ago,,Nationwide
Legal Assistant,,Posted 2 days ago,"Columbus, OH",Bath & Body Works
Remote Data Analytics Specialist,$27.96 - $41.01 an hour,Posted 30+ days ago,,State of Ohio Jobs
ETL Developer,,Posted 30+ days ago,"Columbus, OH",Tra'Bian Enterprises
Senior Data Analyst,,Posted 27 days ago,"Remote in Columbus, OH",OhioGuidestone
Volunteer Coordinator,,Posted 15 days ago,,The Ohio State University Wexner Medical Center
"Teller (Part-Time, 20 hrs/week)",,8 days ago,,Camden National Bank
McKay Farm Seasonal Greenhouse Assistant,,30+ days ago,"Thorndike, ME 04986",Unity College
Site Visit Specialist,,11 days ago,"Montville, ME",Revision Energy
"Product Manager, Analytics",,9 days ago,"Belfast, ME",Riskonnect Inc.
Technical Consultant,,9 days ago,"Belfast, ME",Riskonnect Inc.
Medical Outreach Case Manager - Access to Care,,30+ days ago,"Rockport, ME 04856",MaineHealth - Corporate
Respiratory Educator,,20 days ago,"Rockport, ME",American Association for Respiratory Care
Behavioral Health Home Coor II,,30+ days ago,"Rockland, ME 04841",Northern Light Health
Respiratory Educator,,30+ days ago,"Rockport, ME 04856",Pen Bay Medical Center
Assistant Grounds Superintendent,"$50,000 - $65,000 a year",30+ days ago,"Rockport, ME 04856",Samoset Resort on the Ocean
Dispatcher,From $15.60 an hour,Active 6 days ago,"Belfast, ME 04915",Waldo Community Action Partners
Housing Director,"$70,000 - $76,000 a year",Active 6 days ago,"Belfast, ME 04915",Waldo Community Action Partners
Administrative Assistant,$18 - $22 an hour,30+ days ago,"Rockport, ME 04841",Knox County Homeless Coalition
Information Technology Director,"$61,730 - $86,440 a year",Active 6 days ago,"Rockland, ME 04841",Knox County
Herd Manager,"$40,000 - $44,000 a year",13 days ago,"Rockport, ME 04856",Maine Coast Heritage Trust
Data Analyst - Employee Health #011,"$47,665 - $77,455 a year",Posted 5 days ago,"Birmingham, AL",UAB Medicine
Executive Assistant,$20 an hour,Posted 30+ days ago,,"Marriott International, Inc"
Clinical Data Analyst,,Posted 6 days ago,,Cooper Green
Database Administrator (REMOTE OPPORTUNITY),,Posted 30+ days ago,"Remote in Birmingham, AL 35203",Regions
Administrative Assistant,,Posted 22 days ago,,"Marriott International, Inc"
Office Services Specialist II (Perfusion) #039,,Today,,UAB Medicine
Patient Encounter Specialist - OBGYN Division - Women & Infa...,,Posted 5 days ago,,UAB Medicine - UA Health Services Foundation...
Software Engineer – Int Software Engineer - Remote,"$81,640 - $133,445 a year",Posted 30+ days ago,"Remote in Birmingham, AL 35210",Publix
Human Resources Data Entry Specialist,,Posted 12 days ago,"Birmingham, AL 35211","B.L. Harbert International, LLC"
Accountant/Purchasing Agent,"From $41,233 a year",Posted 30+ days ago,"Jasper, AL 35501",City of Jasper; Jasper Civil Service Board
Authorization Specialist,,Posted 9 days ago,,Cooper Green
Data Management Specialist,,Posted 3 days ago,"Jefferson County, AL",The Personnel Board of Jefferson County
Business Intelligence Developer,,Posted 15 days ago,"Remote in Pelham, AL 35124",ProcessBarron
Payroll and Benefits Specialist,,Posted 20 days ago,"Birmingham, AL 35203",America's First Federal Credit Union
Geographical Information Systems Manager,,Posted 3 days ago,"Jefferson County, AL",The Personnel Board of Jefferson County
Data Analyst,,Posted 30+ days ago,"Remote in Columbus, IN",auticon
Database Administrator,,Posted 21 days ago,"Columbus, IN 47201",Toyota Industries
Real Estate Ananlyst-1,,Today,,Circle K
Data Analyst-Developer,,Posted 6 days ago,"Columbus, IN 47201",Toyota Industries
Database Administrator,,Posted 21 days ago,"Columbus, IN 47201",Toyota Material Handling
Call Center Agent,,Posted 5 days ago,"Columbus, IN",Centerstone
CAD Modeler/Draftsperson,,Posted 30+ days ago,"Remote in Columbus, IN",Lionbridge Technologies
Data Analyst-Developer,,Posted 6 days ago,"Columbus, IN 47201",Toyota Material Handling
Data Entry Coordinator - Transitional Care,,Posted 7 days ago,"Hybrid remote in Indianapolis, IN 46237",American Senior Communities
Data Governance Manager,,Posted 6 days ago,"Columbus, IN 47201",Toyota Industries
"Customer Support Associate (Hourly) Columbus, Indiana",,Posted 30+ days ago,"Columbus, IN",Cummins Inc.
Medical Scribe Lung Institute,,Posted 30+ days ago,"Columbus, IN 47201",Columbus Regional Health
Repower Program: EBS Database Administrator,,Posted 15 days ago,,Cummins Inc.
Data Governance Manager,,Posted 6 days ago,"Columbus, IN 47201",Toyota Material Handling
Risk Analyst / Middle Office Analyst,,Posted 30+ days ago,"Edinburgh, IN",Intergen
Remote Data Analytics Specialist,$27.96 - $41.01 an hour,30+ days ago,,State of Ohio Jobs
Data Annotator,,4 days ago,"Columbus, OH","JPMorgan Chase Bank, N.A."
Associate Intelligence Analyst,,5 days ago,"Remote in Columbus, OH",ViaPath Technologies
Data Analytics Analyst,,30+ days ago,"Dublin, OH",ALDI
Data Analytics Scientist,,30+ days ago,"Marysville, OH",Honda Dev. and Mfg. of Am LLC
Senior Research Analytics Specialist,,14 days ago,,The Ohio State University Wexner Medical Center
Consumer & Community Banking- CMO Data Analytics- Associate,,5 days ago,,"JPMorgan Chase Bank, N.A."
Data Analytics Specialist,,30+ days ago,,The Ohio State University Wexner Medical Center
Data Analyst IV (Healthcare Analytics)( Remote Available),,30+ days ago,"Remote in Columbus, OH",Buckeye Community Health Plan
Data Analyst,,4 days ago,,The Ohio State University
Data Analyst IV-,$38 an hour,Today,"Columbus, OH","Orpine, Inc. Internal"
Data and Analytics Analyst (Software Development Specialist...,$31.70 - $46.53 an hour,30+ days ago,,State of Ohio Jobs
"Consultant, Analytic Scientist",,7 days ago,,Nationwide
Clinical Research Assistant,,11 days ago,,The Ohio State University Wexner Medical Center
Data Analytics Specialist,,30+ days ago,"Dublin, OH",ALDI
Financial Analyst,,8 days ago,"Belfast, ME 04915",MaineHealth
"Product Manager, Analytics",,9 days ago,"Belfast, ME",Riskonnect Inc.
Laboratory Supervisor - Pre-Analytics,,30+ days ago,"Rockport, ME 04856",NorDx
Operations Securities Finance Analyst,,30+ days ago,"Belfast, ME","Cowen, Inc"
Senior Operations Analyst,,30+ days ago,"Belfast, ME 04915",Athenahealth
Service Operations Analyst,,30+ days ago,"Belfast, ME 04915",Athenahealth
Analyst,,9 days ago,"Belfast, ME",Riskonnect Inc.
Improvement Specialist I,,20 days ago,"Rockport, ME 04856",MaineHealth - Corporate
Client Services Analyst,,30 days ago,"Belfast, ME 04915",Athenahealth
Capital Business Analyst,,30+ days ago,"Hampden, ME",Versant Power
Asset Management Power Systems Technologist,,13 days ago,"Hampden, ME",Versant Power
Network Analyst Tier III,"$55,000 - $70,000 a year",Active 7 days ago,"Rockland, ME 04841","Redzone Wireless, LLC"
Data Analyst - Employee Health #011,"$47,665 - $77,455 a year",5 days ago,"Birmingham, AL",UAB Medicine
Real Estate Analyst,,6 days ago,,Books-A-Million
Data and Analytics Analyst,,14 days ago,,Regions
Data Management Specialist,,3 days ago,"Jefferson County, AL",The Personnel Board of Jefferson County
Clinical Data Analyst,,6 days ago,,Cooper Green
Portfolio Analytics & Strategy Specialist,,6 days ago,"Remote in Birmingham, AL 35233",PNC Financial Services Group
Business Analyst Returnship,$58.75 an hour,30+ days ago,"Birmingham, AL",Amazon.com Services LLC
Geographical Information Systems Manager,,3 days ago,"Jefferson County, AL",The Personnel Board of Jefferson County
Logistics Analyst,,13 days ago,"Irondale, AL 35210",America's Thrift Stores
ASSISTANT DIRECTOR- ADVANCEMENT INFO & ANALYTICS,,30+ days ago,"Birmingham, AL",University of Alabama at Birmingham
IT Help Desk Analyst - Full Time Days,,25 days ago,"Birmingham, AL 35243",Grandview Medical Center
Clinical Data Analyst,,30+ days ago,,Children's of Alabama
GRANTS & CONTRACTS OFFICER,,5 days ago,"Birmingham, AL",University of Alabama at Birmingham
International Execution Document Analyst,,12 days ago,"Cordova, AL",Louis Dreyfus Company
Data Analyst - Employee Health,,5 days ago,,University of Alabama at Birmingham
